arm,seed,step,actor/distillation/abs_loss,actor/distillation/delta_ell_absmean,actor/distillation/delta_ell_p5,actor/distillation/delta_ell_p95,actor/distillation/entropy_gap_abs,actor/distillation/entropy_student,actor/distillation/entropy_teacher_topk,actor/distillation/loss,actor/distillation/overlap_student_mass,actor/distillation/overlap_teacher_mass,actor/distillation/overlap_token_advantage,actor/distillation/pg_clipfrac,actor/distillation/ppo_kl,actor/distillation/rank_kendall_tau,actor/distillation/student_mass,actor/distillation/teacher_mass,actor/entropy,actor/grad_norm,actor/loss,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/mean,critic/rewards/mean,critic/score/mean,perf/time_per_step,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/ppl_ratio,rollout_corr/rollout_ppl,rollout_corr/training_ppl,timing_s/gen,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,val/math500_greedy
c1_lsm_topk32_renorm,2,225,0.395139,,,,0.56311,0.856876,0.48788,0.393947,0.933563,0.932259,-0.0211548,0,0,,0.935761,0.954854,0.861472,0.848323,0.393947,0,0,-0.0236968,0,0.0236968,0.0390625,0.0390625,106.92,0,0.0078125,16384,1366.22,0.550088,0.00156975,0.000927058,0.00107804,1.00151,74.1062,76.3524,60.3118,0.999521,0.418884,0.00377619,0.528
c1_lsm_topk32_renorm,2,250,0.409846,,,,0.297702,0.443957,0.39276,0.407746,0.976927,0.971464,-0.0242248,0,0,,0.977607,0.987294,0.44086,0.827713,0.407746,0,0,-0.0630621,0,0.0630621,0.0859375,0.0859375,108.928,0,0.0078125,16384,1383.55,3.60326,0.00156665,0.00080375,0.000827755,1.00121,17.6114,17.706,60.1609,0.999212,0.273392,0.00404385,0.52
c2_quantile_budget,0,25,0.379029,,,,0.448049,0.770263,0.527262,0.385411,0.958599,0.963433,-0.0138398,,,,0.960401,0.976866,0.770845,2.57994,0.385411,,,,,0.0262089,0.0390625,0.0390625,194.658,0,0.0078125,16384,1902.38,0.258795,0.00121248,0.000709157,0.000813246,1.00178,34.9196,35.1301,132.282,0.999567,0.432846,0.00310113,0.634
c2_quantile_budget,0,50,0.41923,,,,0.205658,0.296131,0.329647,0.424316,0.995978,0.994525,-0.0140466,,,,0.996107,0.999104,0.299326,1.71389,0.424316,,,,,0.0287745,0.0625,0.0625,818.34,0,0.296875,16384,9469.65,5.87971,0.00169265,0.000754343,0.000669032,1.00076,1.4972,1.49856,671.375,0.998925,0.252636,0.00414115,0.62
c2_quantile_budget,0,75,0.453339,,,,0.205942,0.308112,0.367774,0.45619,0.997941,0.996082,-0.0149527,,,,0.997976,0.999723,0.310978,0.946624,0.45619,,,,,0.0767351,0.09375,0.09375,815.995,0,0.148438,16384,9475.57,-0.882847,0.00188112,0.000949657,0.000965869,1.00107,1.40853,1.41009,667.196,0.998582,0.376057,0.00511416,0.61
c2_quantile_budget,0,100,0.435417,,,,0.209007,0.369852,0.417931,0.438148,0.997416,0.996127,-0.0137784,,,,0.997483,0.999631,0.372563,0.722923,0.438148,,,,,0.0586429,0.09375,0.09375,785.762,0,0.117188,16384,9206.93,2.01496,0.002321,0.0010638,0.000977381,1.00105,1.50826,1.50992,645.364,0.998716,0.634734,0.00542666,0.608
c2_quantile_budget,0,125,0.437758,,,,0.211253,0.401425,0.436316,0.43932,0.997007,0.995989,-0.0134121,,,,0.997094,0.999565,0.403365,0.694412,0.43932,,,,,0.0906688,0.109375,0.109375,759.158,0,0.0625,16384,8698.12,0.774006,0.00235736,0.00112401,0.00107763,1.00111,1.54946,1.55125,623.178,0.99914,0.456094,0.00560611,0.63
c2_quantile_budget,0,150,0.429633,,,,0.208999,0.409925,0.443982,0.430487,0.997225,0.996315,-0.0131768,,,,0.997311,0.999614,0.410946,0.637518,0.430487,,,,,0.0488552,0.0625,0.0625,795.818,0,0.046875,16384,8864.67,-0.788458,0.00239098,0.00117566,0.00115558,1.00121,1.55815,1.56015,656.177,0.998697,0.932427,0.00574364,0.636
c2_quantile_budget,0,175,0.429192,,,,0.210511,0.403171,0.441861,0.430293,0.99725,0.996218,-0.0135873,,,,0.997335,0.999596,0.405484,0.672233,0.430293,,,,,0.076689,0.101562,0.101562,803.046,0,0.046875,16384,9034.96,-0.857962,0.00242198,0.0011687,0.00113887,1.0012,1.53792,1.53982,666.902,0.998825,0.462768,0.00575645,0.652
c2_quantile_budget,0,200,0.394068,,,,0.19344,0.368911,0.406967,0.395004,0.997501,0.996521,-0.0124475,,,,0.997579,0.999609,0.370194,0.583547,0.395004,,,,,0.123142,0.140625,0.140625,785.525,0,0.046875,16384,8769.23,-0.891774,0.00230181,0.00110174,0.00105963,1.00107,1.49012,1.49178,646.889,0.998323,0.88081,0.00539657,0.648
c2_quantile_budget,0,225,0.430529,,,,0.211508,0.413335,0.448911,0.430462,0.997169,0.996084,-0.0132174,,,,0.997259,0.999557,0.413169,0.677668,0.430462,,,,,0.12581,0.132812,0.132812,755.635,0,0.015625,16384,8568.54,-0.990953,0.00230587,0.00121882,0.00128924,1.00133,1.55113,1.55329,627.112,0.998503,0.64185,0.00594159,0.67
c2_quantile_budget,0,250,0.401425,,,,0.196927,0.392753,0.423534,0.402591,0.997362,0.996548,-0.0124097,,,,0.997451,0.999611,0.394979,0.695233,0.402591,,,,,0.101956,0.117188,0.117188,792.626,0,0.015625,16384,8898.55,-0.104682,0.00220704,0.00117088,0.00124008,1.00127,1.53808,1.54011,652.975,0.99884,0.722219,0.00566726,0.682
c2_quantile_budget,1,25,0.35317,,,,0.486405,0.806537,0.488257,0.35611,0.954399,0.959259,-0.013648,,,,0.956184,0.971427,0.781791,2.24953,0.35611,,,,,0.048668,0.0546875,0.0546875,178.586,0,0.015625,16384,1739.46,1.93625,0.00131202,0.000647591,0.000643037,0.999883,166.149,164.521,124.302,0.999639,0.168868,0.00276747,0.636
c2_quantile_budget,1,50,0.359752,,,,0.189078,0.267328,0.293036,0.366878,0.995501,0.994278,-0.0122061,,,,0.995649,0.998878,0.274585,1.7584,0.366878,,,,,0.0327335,0.0703125,0.0703125,903.99,0,0.414062,16384,10241.8,45.3555,0.00134885,0.000647636,0.000623689,1.00044,15.8153,15.2909,749.042,0.99895,0.296793,0.00361053,0.614
c2_quantile_budget,1,75,0.469513,,,,0.212018,0.320703,0.377789,0.472056,0.997841,0.995868,-0.0153647,,,,0.997878,0.999709,0.322092,1.00026,0.472056,,,,,0.0848528,0.101562,0.101562,851.791,0,0.125,16384,9577.15,-0.971664,0.00182354,0.000961304,0.00101642,1.00107,1.42308,1.42467,695.014,0.998682,0.841484,0.00519108,0.616
c2_quantile_budget,1,100,0.468954,,,,0.225672,0.402207,0.451381,0.470418,0.996888,0.995582,-0.0146885,,,,0.996968,0.999544,0.403531,0.73375,0.470418,,,,,0.0912978,0.117188,0.117188,796.118,0,0.0625,16384,9021.72,23.4028,0.00237465,0.00112888,0.00108021,1.00111,1.55771,1.55953,648.89,0.998748,0.629252,0.00573598,0.622
c2_quantile_budget,1,125,0.43185,,,,0.207704,0.38657,0.425289,0.432979,0.997262,0.996175,-0.0133625,,,,0.99734,0.999595,0.387169,0.678246,0.432979,,,,,0.0981453,0.125,0.125,761.654,0,0.046875,16384,8682.67,-0.730977,0.00229168,0.00110421,0.00106614,1.00112,1.51726,1.519,630.162,0.998768,0.35351,0.00545824,0.626
c2_quantile_budget,1,150,0.44818,,,,0.217639,0.421845,0.457784,0.448672,0.997038,0.99594,-0.0138699,,,,0.997129,0.999562,0.422387,0.645962,0.448672,,,,,0.125738,0.148438,0.148438,786.436,0,0.03125,16384,8669.67,-0.788686,0.00242436,0.00120683,0.00120898,1.00121,1.55773,1.55968,651.435,0.998757,0.670968,0.00590133,0.634
c2_quantile_budget,1,175,0.420254,,,,0.20651,0.399153,0.436733,0.420411,0.997325,0.996309,-0.0129176,,,,0.997409,0.999591,0.398966,0.665722,0.420411,,,,,0.0436721,0.0703125,0.0703125,745.154,0,0.0390625,16384,8452.89,0.349297,0.00231743,0.00116203,0.00116495,1.0012,1.53094,1.53288,617.352,0.998707,0.635665,0.00569274,0.638
c2_quantile_budget,1,200,0.423424,,,,0.209144,0.409251,0.443857,0.424725,0.997217,0.996223,-0.0129461,,,,0.997303,0.999582,0.410086,0.62143,0.424725,,,,,0.0840263,0.101562,0.101562,770.88,0,0.03125,16384,8622.2,0.495985,0.00231004,0.00118739,0.00125246,1.00129,1.55406,1.55614,633.866,0.998716,0.342466,0.00581529,0.678
c2_quantile_budget,1,225,0.413244,,,,0.200131,0.383613,0.418301,0.41504,0.997399,0.996372,-0.0128432,,,,0.997479,0.999605,0.38604,0.700746,0.41504,,,,,0.077011,0.09375,0.09375,813.902,0,0.0390625,16384,9082.5,0.741248,0.00243497,0.0011709,0.0011416,1.00118,1.51184,1.51371,677.059,0.998812,0.604109,0.00565251,0.668
c2_quantile_budget,1,250,0.429925,,,,0.212785,0.427667,0.460975,0.430593,0.997104,0.996217,-0.0130876,,,,0.997198,0.999557,0.428561,0.655344,0.430593,,,,,0.10796,0.125,0.125,747.065,0,0.015625,16384,8485.3,-0.960939,0.002581,0.00125235,0.00122786,1.00122,1.56579,1.56774,618.834,0.998629,0.731859,0.00612844,0.676
c2_quantile_budget,2,25,0.394163,,,,0.469593,0.800991,0.516017,0.400965,0.954525,0.962215,-0.0132713,,,,0.95647,0.976436,0.823428,2.71308,0.400965,,,,,0.0156853,0.03125,0.03125,175.385,0,0.0078125,15871,1644.15,7.85999,0.00152361,0.000759733,0.000760917,1.00227,78.081,78.1782,118.294,0.999589,0.124352,0.00325741,0.634
c2_quantile_budget,2,50,0.337688,,,,0.167624,0.226298,0.274838,0.345158,0.997105,0.995117,-0.0117401,,,,0.997196,0.999286,0.232272,1.39332,0.345158,,,,,0.035363,0.0546875,0.0546875,963.133,0,0.445312,16384,10533.8,6.78059,0.00127125,0.000604544,0.000575175,1.00062,13.0858,13.014,796.455,0.998884,0.283611,0.00339211,0.596
c2_quantile_budget,2,75,0.49262,,,,0.226897,0.335514,0.405825,0.49418,0.997906,0.995707,-0.0163224,,,,0.99794,0.99972,0.337327,1.08559,0.49418,,,,,0.0777837,0.101562,0.101562,740.216,0,0.09375,16384,8665.05,-0.591428,0.00209987,0.00101519,0.000988664,1.001,1.43676,1.43823,597.339,0.99864,0.340576,0.00551787,0.624
c2_quantile_budget,2,100,0.462003,,,,0.218171,0.378055,0.429161,0.463655,0.997329,0.995996,-0.0145275,,,,0.997392,0.999638,0.379269,0.752721,0.463655,,,,,0.0584444,0.078125,0.078125,784.017,0,0.046875,16384,8742.15,-0.62226,0.0023067,0.00111446,0.00108419,1.00108,1.48147,1.48314,633.357,0.998898,0.788263,0.0056555,0.604
c2_quantile_budget,2,125,0.428663,,,,0.204818,0.378937,0.416949,0.43069,0.997411,0.99639,-0.0134577,,,,0.997483,0.999644,0.381106,0.665479,0.43069,,,,,0.0838619,0.117188,0.117188,819.942,0,0.078125,16384,9068.38,-0.905653,0.00229919,0.00109676,0.00105292,1.00108,1.51191,1.51362,672.621,0.999078,0.539105,0.00547805,0.656
c2_quantile_budget,2,150,0.420613,,,,0.204917,0.396042,0.432623,0.421941,0.997329,0.996249,-0.0128485,,,,0.99741,0.999595,0.397319,0.635312,0.421941,,,,,0.111152,0.15625,0.15625,757.563,0,0.078125,16384,8578.27,-0.869581,0.00241184,0.00112893,0.00105861,1.0011,1.53148,1.53324,620.468,0.998826,0.893652,0.00559433,0.646
c2_quantile_budget,2,175,0.418542,,,,0.202373,0.383621,0.421666,0.419441,0.997417,0.996395,-0.0130297,,,,0.997497,0.999615,0.384393,0.645299,0.419441,,,,,0.0945688,0.117188,0.117188,793.651,0,0.0546875,16384,8918.27,37.3405,0.00231624,0.00113428,0.00111639,1.00111,1.50695,1.50868,656.969,0.998732,0.664491,0.00555628,0.648
c2_quantile_budget,2,200,0.412836,,,,0.204387,0.396104,0.434738,0.414478,0.997424,0.996332,-0.0127958,,,,0.997504,0.999598,0.398365,0.630337,0.414477,,,,,0.101429,0.117188,0.117188,801.059,0,0.0546875,16384,8928.75,1.02469,0.00237119,0.00117838,0.00116994,1.00115,1.524,1.52582,661.423,0.998687,0.960958,0.00573202,0.644
c2_quantile_budget,2,225,0.403036,,,,0.201353,0.396337,0.435551,0.404121,0.997491,0.996507,-0.0124659,,,,0.997575,0.999608,0.398014,0.598163,0.404121,,,,,0.128166,0.164062,0.164062,794.634,0,0.0546875,16384,8835.37,-0.423941,0.00251281,0.0011679,0.00108974,1.00114,1.5395,1.54135,657.039,0.998691,0.379749,0.00568609,0.666
c2_quantile_budget,2,250,0.419346,,,,0.207341,0.41261,0.448519,0.419606,0.997334,0.996476,-0.012859,,,,0.997423,0.999593,0.412764,0.643838,0.419606,,,,,0.115411,0.140625,0.140625,724.787,0,0.015625,16384,8354.49,2.76025,0.00237191,0.0012043,0.00123061,1.00126,1.54255,1.54456,596.891,0.998719,0.534009,0.00593178,0.694
c3_intersection,0,25,0.624789,,,,1.91144,2.61908,0.807888,-0.437627,0.769225,0.800339,-0.0182315,,,0.439069,0.776152,0.831725,2.65788,2.76301,-0.437627,,,,,0.00929195,0.015625,0.015625,118.193,0,0.015625,16384,1223.34,1.5976,0.00194037,0.00104885,0.00112918,1.00172,207.397,208.311,70.2345,0.999816,0.148369,0.00268837,0.564
c3_intersection,0,50,0.661476,,,,1.55241,2.28221,0.841755,-0.438971,0.797696,0.858446,-0.0233944,,,0.427151,0.80481,0.896364,2.32045,2.94794,-0.438971,,,,,0.0572663,0.046875,0.046875,297.487,0,0.078125,16384,4354.24,1.50258,0.0023849,0.00111215,0.00103749,1.00143,116.828,115.042,208.376,0.999604,0.143469,0.00339245,0.634
c3_intersection,0,75,0.746742,,,,0.491004,0.904655,0.568729,-0.701514,0.949906,0.971087,-0.0262779,,,0.450301,0.952177,0.988678,0.914207,1.53462,-0.701514,,,,,0.0953943,0.109375,0.109375,440.088,0,0.09375,16384,7775.86,0.605425,0.00231814,0.00115176,0.00114835,1.001,15.1096,15.1598,314.493,0.999381,0.255422,0.00504633,0.612
c3_intersection,0,100,0.68257,,,,0.898394,1.58252,0.792545,-0.54934,0.883479,0.94522,-0.0243509,,,0.463422,0.888534,0.970787,1.59683,0.96231,-0.54934,,,,,0.0716046,0.101562,0.101562,398.898,0,0.015625,16384,7184.41,0.0571749,0.00237322,0.00121737,0.00125155,1.00128,7.3592,7.36976,286.442,0.999563,0.277292,0.00451216,0.518
c3_intersection,0,125,0.630299,,,,1.31235,2.16968,0.938566,-0.386961,0.826362,0.915866,-0.0235194,,,0.47123,0.832965,0.945159,2.17702,0.753673,-0.386961,,,,,0.111619,0.140625,0.140625,375.122,0,0.0078125,12870,6630.62,-0.727858,0.00241017,0.00128395,0.00136291,1.00136,12.2813,12.2998,270.427,0.99959,0.238032,0.00428075,0.556
c3_intersection,0,150,0.564827,,,,1.41731,2.31052,0.965528,-0.295371,0.811614,0.905173,-0.0217922,,,0.476679,0.818481,0.93414,2.30981,0.631174,-0.295371,,,,,0.0966951,0.109375,0.109375,382.913,0,0.0078125,16384,6558.62,-0.928863,0.00243652,0.00123755,0.00125958,1.00127,13.1842,13.2027,272.468,0.999664,0.81351,0.00388144,0.582
c3_intersection,0,175,0.552394,,,,1.5728,2.52493,1.02161,-0.251995,0.792438,0.893298,-0.021824,,,0.480243,0.799678,0.922733,2.52737,0.640987,-0.251995,,,,,0.074543,0.101562,0.101562,374.001,0,0.0078125,10308,6323,-0.938131,0.00283051,0.00130964,0.00120755,1.00121,15.5228,15.5433,266.424,0.999639,0.340413,0.00400276,0.594
c3_intersection,0,200,0.505837,,,,1.62147,2.5499,0.98819,-0.206493,0.787022,0.885262,-0.0203497,,,0.480029,0.794143,0.914088,2.54248,0.538026,-0.206493,,,,,0.104319,0.125,0.125,388.254,0,0.015625,16384,6752.37,-0.916812,0.00243723,0.00124629,0.0012804,1.00129,17.4791,17.5049,282.434,0.999704,0.422502,0.00364008,0.594
c3_intersection,0,225,0.51668,,,,1.71833,2.69339,1.03507,-0.193323,0.775216,0.879572,-0.0207993,,,0.483785,0.782594,0.908865,2.69816,0.589194,-0.193323,,,,,0.120998,0.140625,0.140625,371.135,0,0.0078125,12249,6494.85,-0.00930226,0.0026505,0.00130595,0.00128518,1.00128,19.8047,19.8325,270.479,0.999623,0.460356,0.00380575,0.58
c3_intersection,0,250,0.485372,,,,1.74901,2.72614,1.03469,-0.159398,0.77083,0.874438,-0.019997,,,0.486082,0.778298,0.90361,2.73178,0.556591,-0.159398,,,,,0.05048,0.0625,0.0625,379.725,0,0.0078125,14162,6480.75,3.74675,0.00266325,0.00126144,0.00119545,1.00121,19.8652,19.89,272.999,0.999705,0.473433,0.00362367,0.602
c3_intersection,1,25,0.679823,,,,2.60583,3.49712,0.944103,-0.389012,0.681677,0.722118,-0.0144113,,,0.45201,0.690961,0.758143,3.44433,2.63568,-0.389012,,,,,0.0151622,0.015625,0.015625,113.064,0,0.0078125,16384,1090.8,2.98782,0.00240445,0.00118874,0.0011783,1.00106,291.837,295.252,64.4127,0.999817,0.121496,0.00259027,0.582
c3_intersection,1,50,0.548478,,,,1.30212,1.89443,0.711437,-0.362008,0.832758,0.877267,-0.0214258,,,0.431544,0.838623,0.908301,1.92912,2.23786,-0.362008,,,,,0.026667,0.046875,0.046875,347.973,0,0.132812,16384,4848.27,22.3747,0.00180638,0.000948188,0.000996053,1.00229,83.777,84.726,261.11,0.999746,0.184958,0.00300101,0.608
c3_intersection,1,75,0.737747,,,,0.45794,0.846396,0.545224,-0.698061,0.954619,0.972822,-0.0260639,,,0.445697,0.95659,0.990041,0.862611,1.50665,-0.698061,,,,,0.0232516,0.046875,0.046875,482.143,0,0.117188,16384,8284.38,-0.559166,0.00221252,0.00113268,0.00116029,1.00097,26.403,26.1605,356.537,0.999339,0.369555,0.00501168,0.586
c3_intersection,1,100,0.702051,,,,1.0314,1.78244,0.852336,-0.53796,0.864027,0.932485,-0.0245342,,,0.460032,0.869753,0.961483,1.79072,1.10951,-0.53796,,,,,0.0655255,0.0703125,0.0703125,356.877,0,0.015625,16384,6596.42,-0.965819,0.00253952,0.00124315,0.00121845,1.00128,9.6695,9.68217,254.712,0.999668,0.607687,0.00445599,0.518
c3_intersection,1,125,0.617659,,,,1.26593,2.10475,0.922186,-0.384661,0.832257,0.918524,-0.0231284,,,0.472002,0.838746,0.947066,2.09163,0.688404,-0.384661,,,,,0.0955386,0.132812,0.132812,383.523,0,0.0078125,11156,6670.89,25.5939,0.00262535,0.00126044,0.00120926,1.00122,10.373,10.3874,278.567,0.999615,0.360973,0.00422355,0.55
c3_intersection,1,150,0.567954,,,,1.4118,2.29141,0.95209,-0.294855,0.813191,0.906505,-0.0219685,,,0.477233,0.81999,0.935057,2.2943,0.598626,-0.294855,,,,,0.0781592,0.09375,0.09375,393.16,0,0.0078125,16384,6814.21,-0.932662,0.00258815,0.00123919,0.00118958,1.00122,12.8727,12.891,288.437,0.999606,0.398944,0.00395599,0.572
c3_intersection,1,175,0.544306,,,,1.52843,2.4392,0.980344,-0.254036,0.798191,0.895427,-0.0217145,,,0.479734,0.805233,0.924462,2.43637,0.5576,-0.254036,,,,,0.118203,0.148438,0.148438,377.254,0,0.0078125,14371,6537.12,7.37356,0.00271869,0.0012501,0.00114807,1.00117,14.4986,14.5176,270.67,0.999673,0.353517,0.00384411,0.58
c3_intersection,1,200,0.541699,,,,1.72238,2.71244,1.05132,-0.218481,0.773622,0.878975,-0.0214213,,,0.483193,0.781191,0.909656,2.71765,0.569118,-0.218481,,,,,0.101387,0.117188,0.117188,359.954,0,0.0078125,10852,6312.99,2.1483,0.00266826,0.00130695,0.00128477,1.00129,19.4585,19.4857,262.456,0.999703,0.244989,0.00382422,0.574
c3_intersection,1,225,0.509805,,,,1.74142,2.6987,1.01644,-0.181288,0.772586,0.875868,-0.0206778,,,0.483594,0.779971,0.904992,2.69679,0.599321,-0.181288,,,,,0.0942415,0.109375,0.109375,374.11,0,0.0078125,12588,6638.02,27.6466,0.00264311,0.00126598,0.00121568,1.00122,18.8501,18.8753,273.1,0.999596,0.699123,0.00367275,0.586
c3_intersection,1,250,0.504514,,,,1.74171,2.72369,1.04334,-0.192431,0.772965,0.875875,-0.0207314,,,0.484578,0.780323,0.905321,2.72426,0.606017,-0.192431,,,,,0.0966698,0.125,0.125,347.053,0,0.0078125,10823,6193.76,569.414,0.00263596,0.00129065,0.00126766,1.00126,19.3412,19.3692,245.795,0.999643,0.583008,0.00379942,0.604
c3_intersection,2,25,0.648873,,,,2.78623,3.57368,0.83244,-0.361833,0.671097,0.707532,-0.0127125,,,0.406924,0.679538,0.738801,3.57113,2.57469,-0.361833,,,,,0.0122724,0.0234375,0.0234375,126.64,0,0.015625,16384,1159.87,0.592728,0.00227833,0.00113635,0.00113491,1.00292,221.925,222.104,78.3036,0.999907,0.171308,0.00203371,0.552
c3_intersection,2,50,0.684173,,,,1.76174,2.58478,0.918239,-0.411584,0.766696,0.839701,-0.0237708,,,0.425655,0.775054,0.881028,2.63013,3.34762,-0.411584,,,,,0.0509868,0.0625,0.0625,329.261,0,0.101562,16384,5032.39,1.75628,0.00222945,0.00113571,0.00115942,1.00087,68.8746,68.7131,240.46,0.999758,0.196091,0.00311948,0.608
c3_intersection,2,75,0.759561,,,,0.45782,0.868408,0.585108,-0.718432,0.954898,0.97218,-0.0271626,,,0.44881,0.956916,0.990509,0.871995,1.42093,-0.718432,,,,,0.0685296,0.0703125,0.0703125,405.442,0,0.046875,16384,7236.95,2.13904,0.00229466,0.00118725,0.00123077,1.00088,33.4273,31.9429,287.022,0.999314,0.342387,0.00526604,0.598
c3_intersection,2,100,0.657639,,,,0.771456,1.36472,0.706097,-0.550779,0.902315,0.953767,-0.0236161,,,0.463047,0.906633,0.976297,1.37729,0.936097,-0.550779,,,,,0.0287658,0.046875,0.046875,422.213,0,0.03125,16384,7553.19,-0.489362,0.00242102,0.00115519,0.00110559,1.00115,6.4802,6.48854,308.579,0.999571,0.323085,0.00442284,0.52
c3_intersection,2,125,0.600137,,,,1.19974,2.00666,0.890761,-0.385858,0.841107,0.923307,-0.022591,,,0.468824,0.847317,0.950611,2.01446,0.705187,-0.385858,,,,,0.122799,0.15625,0.15625,378.485,0,0.015625,16384,6654.27,-0.955136,0.00230324,0.00123614,0.00131938,1.00135,9.86247,9.87716,276.431,0.999633,0.253731,0.00416012,0.558
c3_intersection,2,150,0.566356,,,,1.38725,2.26658,0.954238,-0.313434,0.816688,0.90751,-0.0218596,,,0.478007,0.823409,0.935914,2.26045,0.69783,-0.313434,,,,,0.14488,0.171875,0.171875,377.528,0,0.0078125,16384,6472.53,1.61988,0.00255108,0.00126243,0.00127525,1.00125,12.3709,12.3888,272.508,0.999648,0.378317,0.00402158,0.58
c3_intersection,2,175,0.539691,,,,1.52546,2.44189,0.985623,-0.253682,0.798554,0.895834,-0.0215923,,,0.481355,0.805625,0.92498,2.42592,0.738292,-0.253682,,,,,0.0863226,0.09375,0.09375,362.235,0,0.0078125,11656,6347.73,-0.00797701,0.00268793,0.0012462,0.00115222,1.00115,14.2221,14.2407,262.878,0.999647,0.564454,0.00386068,0.594
c3_intersection,2,200,0.504565,,,,1.54322,2.45628,0.977458,-0.219958,0.797345,0.893734,-0.0205034,,,0.481356,0.804243,0.921721,2.46467,0.551051,-0.219958,,,,,0.0558966,0.0703125,0.0703125,392.406,0,0.015625,16384,6845.64,79.2459,0.00248694,0.00123963,0.0012392,1.00125,16.089,16.1125,288.452,0.999618,0.298148,0.00379666,0.594
c3_intersection,2,225,0.510214,,,,1.72893,2.71483,1.04565,-0.188082,0.773399,0.878467,-0.0206486,,,0.48601,0.780885,0.90784,2.7149,0.650569,-0.188082,,,,,0.0862182,0.09375,0.09375,374.936,0,0.0078125,12198,6421.48,-0.773122,0.00246215,0.0012897,0.00135465,1.00135,18.8806,18.9082,267.06,0.999669,0.338036,0.00374836,0.6
c3_intersection,2,250,0.486272,,,,1.77009,2.74068,1.02599,-0.161782,0.769293,0.872188,-0.0198148,,,0.488234,0.776731,0.901007,2.73582,0.540615,-0.161782,,,,,0.101006,0.109375,0.109375,377.432,0,0.0078125,16384,6576.11,16.5504,0.00274062,0.00124875,0.00113083,1.00113,20.2377,20.2654,274.415,0.999659,0.348775,0.00358835,0.59
c4_pi_tail_budget,0,25,0.374152,,,,1.14522,1.75329,0.722698,0.373913,0.85729,0.877318,-0.0195802,,,0.443268,0.862487,0.906538,1.73583,2.53433,0.373913,,,,,0.0214399,0.03125,0.03125,116.141,0,0.0078125,16384,1558.13,2.39047,0.00187969,0.000985363,0.00103295,1.00032,33.6213,33.3485,64.2992,0.999705,0.194428,0.00338168,0.622
c4_pi_tail_budget,0,50,0.492183,,,,0.598931,1.01183,0.595802,0.493376,0.936727,0.960056,-0.0271842,,,0.435994,0.93948,0.980468,1.01072,2.68961,0.493376,,,,,0.0284617,0.046875,0.046875,537.444,0,0.28125,16384,8307.2,-0.862599,0.00206411,0.00110833,0.00118607,1.00131,7.55513,7.56756,408.637,0.9994,0.29337,0.00496372,0.624
c4_pi_tail_budget,0,75,0.506491,,,,0.273469,0.571351,0.478077,0.50718,0.986586,0.987698,-0.0250298,,,0.461059,0.98706,0.998624,0.574964,1.16094,0.50718,,,,,0.0390531,0.0625,0.0625,469.873,0,0.078125,16384,8403.22,0.560096,0.00252378,0.00124666,0.00123608,1.00125,1.84365,1.84601,340.506,0.998959,0.336821,0.00608496,0.594
c4_pi_tail_budget,0,100,0.464409,,,,0.276776,0.630908,0.527989,0.464649,0.984126,0.987712,-0.0232534,,,0.473783,0.984829,0.998191,0.632142,0.678013,0.464649,,,,,0.0896957,0.117188,0.117188,502.692,0,0.03125,16384,8859.98,-0.995243,0.00262153,0.00129997,0.00129794,1.00132,1.96251,1.96525,368.514,0.998802,0.29813,0.00615386,0.57
c4_pi_tail_budget,0,125,0.430376,,,,0.267884,0.618647,0.506268,0.431257,0.98371,0.988478,-0.0214691,,,0.479719,0.98449,0.998181,0.62045,0.596935,0.431257,,,,,0.120553,0.132812,0.132812,511.387,0,0.0234375,16384,8977.89,0.228676,0.00266623,0.00126833,0.00121208,1.00122,1.94271,1.9452,378.531,0.999035,0.449185,0.00580105,0.596
c4_pi_tail_budget,0,150,0.42041,,,,0.269574,0.634134,0.522734,0.420556,0.983369,0.988655,-0.0210328,,,0.484597,0.984212,0.998167,0.634972,0.600646,0.420556,,,,,0.0926849,0.117188,0.117188,490.72,0,0.0078125,16384,8651.45,1.50177,0.00251913,0.00131408,0.00137363,1.00141,1.9565,1.95936,363.58,0.999071,0.509075,0.00597516,0.594
c4_pi_tail_budget,0,175,0.413266,,,,0.270154,0.636709,0.525882,0.413891,0.983309,0.988904,-0.0207098,,,0.483387,0.984174,0.998137,0.638496,0.55579,0.413891,,,,,0.0810554,0.101562,0.101562,503.966,0,0.0234375,16384,8911.91,-0.987755,0.00272667,0.00132678,0.00129574,1.00132,1.96494,1.96764,372.612,0.99902,0.548591,0.00600701,0.638
c4_pi_tail_budget,0,200,0.39239,,,,0.261069,0.608564,0.497874,0.393014,0.983034,0.988904,-0.0199034,,,0.486182,0.983927,0.998037,0.609582,0.56957,0.393014,,,,,0.126784,0.140625,0.140625,501.076,0,0.03125,16384,8659.19,12.0308,0.00256085,0.00126544,0.00125513,1.00126,1.90194,1.90446,369.013,0.99904,0.380795,0.00566842,0.614
