step	actor/distillation/abs_loss	actor/distillation/c4_budget	actor/distillation/c4_eps_missed	actor/distillation/c4_pi_tail	actor/distillation/entropy_gap_abs	actor/distillation/entropy_student	actor/distillation/entropy_teacher_topk	actor/distillation/loss	actor/distillation/loss_absmean	actor/distillation/loss_absmean_pos0_100	actor/distillation/loss_absmean_pos100_500	actor/distillation/loss_absmean_pos2k_up	actor/distillation/loss_absmean_pos500_2k	actor/distillation/loss_max	actor/distillation/loss_min	actor/distillation/loss_p0_1	actor/distillation/loss_p1	actor/distillation/loss_p25	actor/distillation/loss_p5	actor/distillation/loss_p50	actor/distillation/loss_p75	actor/distillation/loss_p95	actor/distillation/loss_p99	actor/distillation/loss_p99_9	actor/distillation/overlap_ratio	actor/distillation/overlap_student_mass	actor/distillation/overlap_teacher_mass	actor/distillation/overlap_token_advantage	actor/distillation/pi_tail_k16	actor/distillation/pi_tail_k32	actor/distillation/pi_tail_k8	actor/distillation/rank_kendall_tau	actor/distillation/student_mass	actor/distillation/teacher_mass	actor/entropy	actor/grad_norm	actor/loss	actor/lr	actor/perf/cpu_memory_used_gb	actor/perf/max_memory_allocated_gb	actor/perf/max_memory_reserved_gb	critic/advantages/max	critic/advantages/mean	critic/advantages/min	critic/returns/max	critic/returns/mean	critic/returns/min	critic/rewards/max	critic/rewards/mean	critic/rewards/min	critic/score/max	critic/score/mean	critic/score/min	global_seqlen/balanced_max	global_seqlen/balanced_min	global_seqlen/max	global_seqlen/mean	global_seqlen/min	global_seqlen/minmax_diff	num_turns/max	num_turns/mean	num_turns/min	perf/mfu/actor	perf/mfu/actor_infer	perf/throughput	perf/time_per_step	perf/total_num_tokens	prompt_length/clip_ratio	prompt_length/max	prompt_length/mean	prompt_length/min	response/aborted_ratio	response_length/clip_ratio	response_length/max	response_length/mean	response_length/min	response_length_non_aborted/clip_ratio	response_length_non_aborted/max	response_length_non_aborted/mean	response_length_non_aborted/min	rollout_corr/chi2_seq	rollout_corr/chi2_token	rollout_corr/k3_kl	rollout_corr/kl	rollout_corr/log_ppl_abs_diff	rollout_corr/log_ppl_diff	rollout_corr/log_ppl_diff_max	rollout_corr/log_ppl_diff_min	rollout_corr/ppl_ratio	rollout_corr/rollout_log_ppl	rollout_corr/rollout_ppl	rollout_corr/training_log_ppl	rollout_corr/training_ppl	timing_per_token_ms/adv	timing_per_token_ms/gen	timing_per_token_ms/update_actor	timing_s/adv	timing_s/agent_loop/compute_score/max	timing_s/agent_loop/compute_score/mean	timing_s/agent_loop/compute_score/min	timing_s/agent_loop/generate_sequences/max	timing_s/agent_loop/generate_sequences/mean	timing_s/agent_loop/generate_sequences/min	timing_s/agent_loop/num_preempted/max	timing_s/agent_loop/num_preempted/mean	timing_s/agent_loop/num_preempted/min	timing_s/agent_loop/slowest/compute_score	timing_s/agent_loop/slowest/generate_sequences	timing_s/agent_loop/slowest/num_preempted	timing_s/agent_loop/slowest/prompt_length	timing_s/agent_loop/slowest/response_length	timing_s/agent_loop/slowest/tool_calls	timing_s/agent_loop/tool_calls/max	timing_s/agent_loop/tool_calls/mean	timing_s/agent_loop/tool_calls/min	timing_s/gen	timing_s/old_log_prob	timing_s/reward	timing_s/save_checkpoint	timing_s/start_profile	timing_s/step	timing_s/stop_profile	timing_s/testing	timing_s/update_actor	timing_s/update_weights	training/epoch	training/global_step	training/rollout_actor_probs_pearson_corr	training/rollout_probs_diff_max	training/rollout_probs_diff_mean	training/rollout_probs_diff_std	training/rollout_probs_diff_valid	val-aux/DigitalLearningGmbH/MATH-lighteval/reward/mean@1	val-aux/num_turns/max	val-aux/num_turns/mean	val-aux/num_turns/min	val-core/DigitalLearningGmbH/MATH-lighteval/acc/mean@1
100	0.4562948986887932	6.342028978466987	0.07640561684966088	0.025007661944255234	0.2694842924363911	0.6047934241592884	0.5036898139864207	0.4565620457287878	0.4562948986887932	0.6148333058692514	0.5490764850750566	0.44571403693407774	0.4770810078829527	27.6441650390625	-9.555579794096047e-08	0.0	0.0	0.0	0.0	0.04333229204639792	0.5086597111076117	2.182320903241634	4.483154267072678	8.776892554759979	0.593716635555029	0.9851744040846825	0.9890163630247116	-0.022260186314815654	0.027084436907898635	0.014274491369724274	0.05043486470822245	0.515474634990096	0.9857315272092819	0.9982842519879341	0.6063310503959656	0.7022841572761536	0.4565620422363281	1e-06	250.1941261291504	57.38812828063965	68.74609375	0.9999990463256836	0.05448855459690094	0.0	0.9999990463256836	0.05448855459690094	0.0	1.0	0.078125	0.0	1.0	0.078125	0.0	1256231	1256231	1256231	1256231.0	1256231	0	2	2.0	2	0.2182926802612203	0.3370147762939286	1034.109547304253	607.397448014468	1256231	0.0	529.0	122.0546875	39.0	0.0	0.078125	16384.0	9692.25	1370.0	0.078125	16384.0	9692.25	1370.0	-0.8540285229682922	0.002511739730834961	0.0012729634763672948	0.0012994104763492942	0.0013081723591312766	0.001291610416956246	0.0029113292694091797	-0.0009774714708328247	1.0012927055358887	0.634885847568512	1.9464848041534424	0.6361774206161499	1.949084758758545	4.930921896924694e-05	0.2850622939975103	0.07636224878921563	0.061943769454956055	0.017677072435617447	0.009267205037758686	0.006002806127071381	350.87110944092274	205.57671969673538	9.722510576248169	-1	-1.0	-1	0.010540731251239777	350.87110944092274	-1	73	16384	0.0	0.0	0.0	0.0	353.6505624316633	22.528068035840988	2.4704262614250183e-05	131.37622411176562	6.0578808188438416e-05	607.397448014468	0.00013087503612041473	1198.9559778068215	95.92862415872514	2.50575727596879	0	100	0.9990430474281311	0.34781867265701294	0.006021677050739527	0.013542861677706242	1	0.588	2	2.0	2	0.588
101	0.4614491207259042	6.410160510880607	0.07894020745796816	0.025382773937391384	0.27215358763933184	0.606884759238788	0.5065836293356759	0.4619051511399448	0.4614491207259042	0.6345770331365722	0.5659369396311896	0.4514159211090633	0.4760805649416787	26.47414779663086	-6.365905136362926e-08	0.0	0.0	0.0	0.0	0.04013582098164729	0.5223378265542643	2.202328724520547	4.490188005992344	8.877964632851738	0.5947689754622323	0.9846144872052329	0.9886244552476066	-0.02257812287924545	0.027994482804621967	0.01481381497745003	0.051877693698874544	0.5170654211725507	0.9851917462689536	0.9981185078620911	0.6075918674468994	0.7712067365646362	0.4619051516056061	1e-06	254.7247657775879	57.38812828063965	68.74609375	0.9999990463256836	0.08877255022525787	0.0	0.9999990463256836	0.08877255022525787	0.0	1.0	0.1015625	0.0	1.0	0.1015625	0.0	1176220	1176220	1176220	1176220.0	1176220	0	2	2.0	2	0.2175204509770971	0.3358614504767681	1351.5449753296075	435.1390525177121	1176220	0.0	607.0	126.4765625	49.0	0.0	0.0703125	16384.0	9062.7421875	2702.0	0.0703125	16384.0	9062.7421875	2702.0	-0.5106780529022217	0.0025256872177124023	0.0012837700778618455	0.0013117202324792743	0.001326359692029655	0.001320927287451923	0.003083944320678711	-0.0003476738929748535	1.0013219118118286	0.6346348524093628	1.9624879360198975	0.635955810546875	1.9651603698730469	5.95791918027464e-05	0.2777306948652383	0.07551258537378706	0.07007823698222637	0.02079056389629841	0.009176889318041503	0.006053071469068527	319.779961027205	176.11594564662664	27.098466712981462	-1	-1.0	-1	0.011186094954609871	319.779961027205	-1	110	16384	0.0	0.0	0.0	0.0	322.17621569521725	20.92692992463708	3.198347985744476e-05		6.417185068130493e-05	435.1390525177121	4.9520283937454224e-05		88.81941316835582	2.4144959170371294	0	101	0.9991889595985413	0.43641746044158936	0.00601563323289156	0.013538137078285217	1					
102	0.4702105122454026	6.621679283590877	0.08450644060092814	0.026090891955091674	0.276658610386007	0.6215275296393563	0.5085171050885144	0.47076285746879876	0.4702105122454026	0.587376248310594	0.5671566556481754	0.46335803831324857	0.4677327827495687	24.731618881225586	-1.0757337065570027e-07	0.0	0.0	0.0	0.0	0.04275143697090885	0.5370947928551365	2.2381764832664937	4.551264942393583	8.887215058943804	0.5919996577150681	0.9837794920977424	0.9884265058180866	-0.022750968595637994	0.02929656683083843	0.01561432711999206	0.05369090192458209	0.516133472849341	0.9843907089794384	0.9981928250368903	0.6288281679153442	0.7771174907684326	0.47076284885406494	1e-06	260.73281478881836	57.38812828063965	68.74609375	0.9999990463256836	0.08871256560087204	0.0	0.9999990463256836	0.08871256560087204	0.0	1.0	0.109375	0.0	1.0	0.109375	0.0	1267503	1267503	1267503	1267503.0	1267503	0	2	2.0	2	0.21997903740294292	0.32825295175929964	1324.476615370365	478.4920266959816	1267503	0.0	576.0	131.53125	46.0	0.0	0.0390625	16384.0	9770.8359375	507.0	0.0390625	16384.0	9770.8359375	507.0	-0.2906848192214966	0.0027593374252319336	0.0013079378986731172	0.0012455051764845848	0.0012696476187556982	0.0012622231151908636	0.0028001070022583008	-0.0002936124801635742	1.00126314163208	0.659563422203064	2.0055882930755615	0.6608256697654724	2.0082709789276123	5.185834883627057e-05	0.28447354379476864	0.07561048515830171	0.06573061272501945	0.01737232506275177	0.00934397084347438	0.005581226199865341	352.815830020234	201.78984266676707	2.7098642457276583	-1	-1.0	-1	0.011172277852892876	352.815830020234	-1	102	16384	0.0	0.0	0.0	0.0	355.7816735971719	23.2963622584939	2.8075650334358215e-05		6.29909336566925e-05	478.4920266959816	5.912967026233673e-05		95.8365167696029	2.4364717956632376	0	102	0.9990658164024353	0.5639775991439819	0.006081886123865843	0.013626540079712868	1					
103	0.47407804214092625	6.736739537802087	0.08550787999866957	0.027062150043805678	0.2851110249757767	0.6428430389208966	0.5245190697262087	0.47508168837521225	0.47407804214092625	0.579491009554231	0.5701066964721105	0.4667477378823671	0.48069924187947466	31.226511001586914	-1.0967956143304036e-07	0.0	0.0	0.0	0.0	0.050561159856179844	0.5490215082978269	2.2181596210203973	4.510010348745139	8.83349617992539	0.5974951925047909	0.9832284041197903	0.9879937279655273	-0.022850445135081388	0.030026514128030063	0.01612530232979411	0.054919384240386	0.5175546662635114	0.9838797938392823	0.9977552316274988	0.6487807035446167	0.7109063267707825	0.4750816822052002	1e-06	256.98514556884766	57.38812828063965	68.74609375	0.9999990463256836	0.10745209455490112	0.0	0.9999990463256836	0.10745209455490112	0.0	1.0	0.140625	0.0	1.0	0.140625	0.0	1231156	1231156	1231156	1231156.0	1231156	0	2	2.0	2	0.22501611327224869	0.3278069430173655	1373.066257883066	448.3235943391919	1231156	0.0	666.0	123.1953125	42.0	0.0	0.015625	16384.0	9495.2109375	2924.0	0.015625	16384.0	9495.2109375	2924.0	-0.9983049631118774	0.0028210878372192383	0.0013376021524891257	0.0012726732529699802	0.0013261662097647786	0.0013261662097647786	0.003088533878326416	5.3048133850097656e-05	1.0013272762298584	0.6799934506416321	2.0636465549468994	0.6813195943832397	2.0665323734283447	4.857378459535167e-05	0.27381596466377534	0.07317319336359751	0.05980190634727478	0.011741813272237778	0.009073891473235562	0.006480885669589043	330.4618069920689	192.23667321767425	30.14825590699911	-1	-1.0	-1	0.011316347867250443	330.4618069920689	-1	134	16077	0.0	0.0	0.0	0.0	332.7923638448119	22.233103992417455	2.7723610401153564e-05		8.177198469638824e-05	448.3235943391919	5.302019417285919e-05		90.08761604875326	2.42851871997118	0	103	0.9989965558052063	0.3797430396080017	0.0062209442257881165	0.013681355863809586	1					
104	0.4467418263607387	6.236881292318996	0.07669973682282091	0.02417848827435246	0.2597531794181353	0.5841728678986996	0.4864351072266132	0.44782341935206205	0.4467418263607387	0.5651576490719107	0.5560938542402243	0.4370390898253344	0.4632157053374037	23.131561279296875	-6.747958281039246e-08	0.0	0.0	0.0	0.0	0.031011292091983406	0.48621209022365036	2.1684428227098684	4.478778959829596	8.975389221046544	0.5928144945374018	0.9853816553007199	0.9891535964193223	-0.021804513562989385	0.026842007189517535	0.01407166392412744	0.0497473850138957	0.515361005369621	0.9859323207336136	0.9983611476572254	0.5914866924285889	0.7561815977096558	0.4478234350681305	1e-06	256.25043869018555	57.38812828063965	68.74609375	0.9999990463256836	0.092161163687706	0.0	0.9999990463256836	0.092161163687706	0.0	1.0	0.1015625	0.0	1.0	0.1015625	0.0	1251343	1251343	1251343	1251343.0	1251343	0	2	2.0	2	0.22621403611578036	0.33665620422274917	1341.3846828296134	466.43703928403556	1251343	0.0	420.0	125.234375	50.0	0.0	0.046875	16384.0	9650.8828125	862.0	0.046875	16384.0	9650.8828125	862.0	-0.9259339570999146	0.002553582191467285	0.0012607505777850747	0.0012554647400975227	0.001300692092627287	0.0012904461473226547	0.003179490566253662	-0.0004868805408477783	1.0012915134429932	0.6161509156227112	1.8993417024612427	0.6174413561820984	1.9018902778625488	6.517004110083671e-05	0.2818787780327066	0.0737505287322507	0.08155007474124432	0.012215929105877876	0.009150420795776881	0.005477618426084518	345.74601580388844	202.63122747650777	5.141999902203679	-1	-1.0	-1	0.01153138279914856	345.74601580388844	-1	142	16384	0.0	0.0	0.0	0.0	348.2085189279169	22.52007946372032	2.4665147066116333e-05		6.00423663854599e-05	466.43703928403556	4.896335303783417e-05		92.28720787540078	2.6276962738484144	0	104	0.99897301197052	0.5477732419967651	0.005875459872186184	0.013472908176481724	1					
105	0.46248195341355364	6.478573916663586	0.07902981931160033	0.02550850169975835	0.27339821295734024	0.6169240852476845	0.5152198662850219	0.46253034731489606	0.46248195341355364	0.5680274757700907	0.5523787413684416	0.4551094560064113	0.4706768450182928	24.21361541748047	-6.625485582389956e-08	0.0	0.0	0.0	0.0	0.034815093745070864	0.5427899578927269	2.1849218472628524	4.458999039421619	8.774132886403043	0.5989810274520391	0.9847142024778984	0.9887034473284869	-0.022499191238623584	0.028002782406705156	0.01470541354911533	0.052152074315965594	0.519703896532596	0.9853003335670686	0.9981871986053359	0.6183469295501709	0.7279630899429321	0.46253034472465515	1e-06	256.28760147094727	57.38812828063965	68.74609375	0.9999990463256836	0.1048540323972702	0.0	0.9999990463256836	0.1048540323972702	0.0	1.0	0.125	0.0	1.0	0.125	0.0	1184947	1184947	1184947	1184947.0	1184947	0	2	2.0	2	0.22700839581370139	0.33665648314497415	1364.150200599367	434.3169100731611	1184947	0.0	646.0	130.5078125	43.0	0.0	0.0546875	16384.0	9126.890625	827.0	0.0546875	16384.0	9126.890625	827.0	37.620872497558594	0.002583622932434082	0.0013125562109053135	0.0013418793678283691	0.0013545644469559193	0.0013246000744402409	0.0030784010887145996	-0.001204848289489746	1.0013257265090942	0.6324447989463806	1.9308961629867554	0.6337693929672241	1.933576226234436	7.188837853178643e-05	0.2769654041415706	0.07275827313498108	0.08518391847610474	0.012133101001381874	0.009169154582195915	0.0054418835788965225	320.8529402948916	178.95226616191212	4.923780290409923	-1	-1.0	-1	0.010495312511920929	320.8529402948916	-1	101	15774	0.0	0.0	0.0	0.0	323.5626176651567	21.187671730294824	2.650544047355652e-05		6.38570636510849e-05	434.3169100731611	5.0963833928108215e-05		86.21469747647643	2.4693899750709534	0	105	0.9989864230155945	0.38008636236190796	0.006168669555336237	0.013694490306079388	1					
106	0.4461078689495723	6.241228879292806	0.07699919608732064	0.02443371849755446	0.26436889976263045	0.588867488304774	0.49017480353514353	0.44800565601326525	0.4461078689495723	0.5490747423966725	0.5428057279189428	0.4368240167697271	0.4647525727748871	23.494354248046875	-6.186672862895648e-08	0.0	0.0	0.0	0.0	0.029938989244401457	0.48796363290399314	2.1522272793451944	4.460806283950806	8.850231825510662	0.590890511671702	0.9852441040674845	0.9892237385114034	-0.022029890169699987	0.026800705306231975	0.01420033248141408	0.04970082938671112	0.517378534078598	0.9858039387067159	0.9983293398221333	0.5950140357017517	0.6820448040962219	0.44800564646720886	1e-06	269.27403259277344	57.38812828063965	68.74609375	0.9999990463256836	0.0939665213227272	0.0	0.9999990463256836	0.0939665213227272	0.0	1.0	0.109375	0.0	1.0	0.109375	0.0	1211308	1211308	1211308	1211308.0	1211308	0	2	2.0	2	0.22605782518196896	0.33624079472300505	1372.2887541634109	441.34588887542486	1211308	0.0	869.0	138.140625	53.0	0.0	0.0546875	16384.0	9325.203125	743.0	0.0546875	16384.0	9325.203125	743.0	-0.9924570918083191	0.0024421215057373047	0.0012689972063526511	0.0013251675991341472	0.001375567982904613	0.001375567982904613	0.003453195095062256	7.450580596923828e-05	1.001376748085022	0.6244289875030518	1.9227440357208252	0.625804603099823	1.9255032539367676	7.870949136381691e-05	0.27479423182750534	0.07287828632020726	0.09534143656492233	0.01985410787165165	0.009277481236495078	0.005402024835348129	325.57013231888413	185.2674761593371	4.290151946246624	-1	-1.0	-1	0.010989194735884666	325.57013231888413	-1	126	16261	0.0	0.0	0.0	0.0	328.0015397593379	21.721815863624215	2.514570951461792e-05		5.990453064441681e-05	441.34588887542486	5.301088094711304e-05		88.27805124595761	2.5411527771502733	0	106	0.9990235567092896	0.24126002192497253	0.005945063661783934	0.013517683371901512	1					
107	0.4584191013937411	6.6211714675461035	0.08113192259401515	0.02583117096050494	0.2750320853530497	0.6327047062956769	0.5341704807419708	0.458850528113544	0.4584191013937411	0.5617861177610315	0.5846045302308124	0.44450761356215546	0.4835950801337975	25.603404998779297	-4.500635597537439e-08	0.0	0.0	0.0	0.0	0.03916353423256373	0.5358435727547908	2.1616170665492183	4.373473326365153	8.712687789529994	0.6037679936574853	0.9846212647963262	0.9887074715849282	-0.02238619278954423	0.028258630924898644	0.014780050757732512	0.05292701197491176	0.5205682740695234	0.9852221668630406	0.998253465562627	0.6356858015060425	0.7431612610816956	0.4588505029678345	1e-06	272.7576103210449	57.38812828063965	68.74609375	0.9999990463256836	0.052950967103242874	0.0	0.9999990463256836	0.052950967103242874	0.0	1.0	0.0703125	0.0	1.0	0.0703125	0.0	1127497	1127497	1127497	1127497.0	1127497	0	2	2.0	2	0.2250817787711153	0.33564765413639314	1449.0082305811172	389.05817655287683	1127497	0.0	630.0	128.96875	56.0	0.0	0.0078125	16384.0	8679.6015625	699.0	0.0078125	16384.0	8679.6015625	699.0	-0.24643075466156006	0.0026246309280395508	0.0013292609946802258	0.0013532150769606233	0.0014003836549818516	0.0013945582322776318	0.0031339526176452637	-0.00031942129135131836	1.0013957023620605	0.656686007976532	1.9677826166152954	0.6580806374549866	1.9706599712371826	7.612828737416251e-05	0.2557492291163178	0.07255750702755168	0.08583441562950611	0.011783391237258911	0.009045134167536162	0.005693938583135605	280.5381375551224	161.06565668845724	3.9416541066020727	-1	-1.0	-1	0.010751990601420403	280.5381375551224	-1	56	14649	0.0	0.0	0.0	0.0	284.1345803067088	19.84547309577465	2.6183202862739563e-05		7.894076406955719e-05	389.05817655287683	6.0619786381721497e-05		81.80837150104344	2.4889864437282085	0	107	0.9990313649177551	0.4390525221824646	0.006178478244692087	0.013659937307238579	1					
108	0.4485293485616383	6.311857643880342	0.07652062829583883	0.02447716147932959	0.264254296786691	0.5992185526380414	0.5020103610463833	0.45011798152700067	0.4485293485616383	0.5710314165212607	0.5425491960425126	0.4416848106407805	0.4494653438266955	30.228036880493164	-9.746246831809913e-08	0.0	0.0	0.0	0.0	0.0397532720265812	0.5037629698452196	2.1383136299095655	4.445398798114375	8.918654987686558	0.5975522916567954	0.9854795281824312	0.9892755950752058	-0.021889059197794842	0.02672283858134362	0.013962905933639328	0.050075189565847576	0.5201942018772426	0.986039618912496	0.9983904400938436	0.6028291583061218	0.6960599422454834	0.4501180052757263	1e-06	251.14200592041016	57.38812828063965	68.74609375	0.9999990463256836	0.08863121271133423	0.0	0.9999990463256836	0.08863121271133423	0.0	1.0	0.125	0.0	1.0	0.125	0.0	1196776	1196776	1196776	1196776.0	1196776	0	2	2.0	2	0.22494445012131042	0.33482878852036396	1394.3028418954914	429.16644936800003	1196776	0.0	518.0	123.2109375	38.0	0.0	0.046875	16384.0	9226.6015625	701.0	0.046875	16384.0	9226.6015625	701.0	-0.9971727728843689	0.0025281906127929688	0.0012806190643459558	0.0013044757070019841	0.0013196419458836317	0.0013196419458836317	0.0028575658798217773	0.00024332106113433838	1.001320719718933	0.6267420053482056	1.9207029342651367	0.6280616521835327	1.9233477115631104	6.767971738494102e-05	0.2682567228821671	0.07315376319653183	0.08099746145308018	0.01729363203048706	0.009287171022151597	0.005431732162833214	314.67387953959405	185.94725742736773	3.941338298842311	-1	-1.0	-1	0.010007662698626518	314.67387953959405	-1	206	12908	0.0	0.0	0.0	0.0	316.8125310074538	21.331435849890113	2.8254464268684387e-05		6.208755075931549e-05	429.16644936800003	6.035715341567993e-05		87.54866810329258	2.682309439405799	0	108	0.9989872574806213	0.7441343069076538	0.006018730346113443	0.013614940457046032	1					
109	0.45670365406708285	6.410452864386818	0.07852124996096282	0.02502667125580566	0.26970334060780415	0.6071488783731089	0.5126639670365817	0.45622670790180564	0.45670365406708285	0.5777503844205435	0.5542331941716083	0.4446175985715606	0.48286476266848577	27.517812728881836	-6.859328749442284e-08	0.0	0.0	0.0	0.0	0.03376893266788687	0.5252350330739827	2.160770718153421	4.459725101272781	8.949510128467114	0.5978612040544485	0.9850390507029249	0.9888902972270917	-0.02254736570447877	0.02745982590917643	0.014394578257841724	0.05110883422486194	0.5187383781779896	0.9856125975584055	0.9983578200464125	0.609994649887085	0.6609736084938049	0.4562267065048218	1e-06	261.0342903137207	57.38812828063965	68.74609375	0.9999990463256836	0.06273895502090454	0.0	0.9999990463256836	0.06273895502090454	0.0	1.0	0.0859375	0.0	1.0	0.0859375	0.0	1198280	1198280	1198280	1198280.0	1198280	0	2	2.0	2	0.2240865097857179	0.334905875456833	1399.8979654855152	427.98833541572094	1198280	0.0	760.0	125.7578125	52.0	0.0	0.015625	16384.0	9235.8046875	1961.0	0.015625	16384.0	9235.8046875	1961.0	-0.9410816431045532	0.0027246475219726562	0.0012905127368867397	0.0012281351955607533	0.0012532982509583235	0.0012491249945014715	0.003516554832458496	-0.0002365708351135254	1.0012500286102295	0.6340174674987793	1.9263700246810913	0.6352666020393372	1.9288794994354248	6.355920606751497e-05	0.2670990716625607	0.07300423529567017	0.07616172544658184	0.011910004541277885	0.009142492577666417	0.007025899365544319	313.35133901797235	177.6471795297548	16.76234690658748	-1	-1.0	-1	0.010205332189798355	313.35133901797235	-1	99	16384	0.0	0.0	0.0	0.0	315.759981835261	21.25601038709283	2.9752030968666077e-05		7.633119821548462e-05	427.98833541572094	5.1604583859443665e-05		87.47951507009566	2.6838465835899115	0	109	0.9990498423576355	0.30156850814819336	0.006059973035007715	0.013576019555330276	1					
110	0.4384580625070108	6.213725860054429	0.0793227155164287	0.024380639396809244	0.26088261704992605	0.5790047897277651	0.48102605685188965	0.4390620901249349	0.4384580625070108	0.5150876006967312	0.5307584421054737	0.42865431570523493	0.4627167103258339	24.785242080688477	-1.2654869863126805e-07	0.0	0.0	0.0	0.0	0.02482110692339169	0.47641721837272916	2.1339888766005233	4.440256730930225	8.8358577715384	0.5909275118563626	0.9848880268431999	0.9890692274312716	-0.02162506723323384	0.027106224785785418	0.014534637816502032	0.04949900017094773	0.5146477258688694	0.9854689917048892	0.9982465537818702	0.582567036151886	0.6427466869354248	0.43906208872795105	1e-06	252.21096420288086	57.38812828063965	68.74609375	0.9999990463256836	0.1224789172410965	0.0	0.9999990463256836	0.1224789172410965	0.0	1.0	0.1484375	0.0	1.0	0.1484375	0.0	1209515	1209515	1209515	1209515.0	1209515	0	2	2.0	2	0.22725177127676036	0.33736681220401943	1371.4182575393172	440.9723267685622	1209515	0.0	612.0	127.90625	59.0	0.0	0.0625	16384.0	9321.4296875	1414.0	0.0625	16384.0	9321.4296875	1414.0	1.4324462413787842	0.002531766891479492	0.001234091236256063	0.0012121021281927824	0.0012816329253837466	0.0012628518743440509	0.003928065299987793	-0.0009037256240844727	1.0012638568878174	0.6168544888496399	1.8992245197296143	0.6181173324584961	1.9017468690872192	5.4538075642226544e-05	0.27470597342579833	0.07291272708285386	0.06596462056040764	0.021667830646038055	0.009331560475402512	0.005838580429553986	325.43220284953713	183.88989331532503	10.290224032476544	-1	-1.0	-1	0.010171562433242798	325.43220284953713	-1	75	14753	0.0	0.0	0.0	0.0	327.7635092511773	21.61383530125022	2.7507543563842773e-05		7.063522934913635e-05	440.9723267685622	5.868077278137207e-05		88.18903709761798	2.644550109282136	0	110	0.9991273283958435	0.3754417896270752	0.00575322937220335	0.013346879743039608	1					
111	0.44047339172924266	5.974770085951861	0.07121731443878482	0.023259363049531682	0.2559243977069855	0.5645659558036749	0.4773342625183218	0.44013394275680184	0.44047339172924266	0.5013092119904126	0.5421954316251418	0.4341711813912672	0.4488918569158105	25.04930305480957	-5.7910746420475334e-08	0.0	0.0	0.0	0.0	0.027671844654661767	0.4683881989433704	2.146007002101225	4.5055086191962745	9.06903559179867	0.5964470372480505	0.9863800357369815	0.9898692102993236	-0.021783985865905003	0.02511913830633549	0.013116857009556364	0.04699157690081526	0.5189903315375833	0.9868876309955821	0.9985606845687417	0.5695686340332031	0.6252706050872803	0.4401339590549469	1e-06	271.278076171875	57.38812828063965	68.74609375	0.9999990463256836	0.11020854115486145	0.0	0.9999990463256836	0.11020854115486145	0.0	1.0	0.140625	0.0	1.0	0.140625	0.0	1255169	1255169	1255169	1255169.0	1255169	0	2	2.0	2	0.22625897023729988	0.32419583417213876	1349.0458023921483	465.2062212321907	1255169	0.0	654.0	136.3515625	46.0	0.0	0.0546875	16384.0	9669.65625	2267.0	0.0546875	16384.0	9669.65625	2267.0	-0.9853560924530029	0.0026491880416870117	0.001244099228642881	0.001172562944702804	0.0012094288831576705	0.0012089781230315566	0.0027341842651367188	-2.8848648071289062e-05	1.0012098550796509	0.5946218967437744	1.8525253534317017	0.5958308577537537	1.85487699508667	5.110688360910054e-05	0.2800796032315008	0.07324856269491832	0.06414777599275112	0.07346254587173462	0.009679467475507408	0.005790969356894493	344.15987055562437	201.0147478153376	20.96436114050448	-1	-1.0	-1	0.010306278243660927	344.15987055562437	-1	96	16384	0.0	0.0	0.0	0.0	346.6590061932802	23.373090781271458	2.7213245630264282e-05		6.62878155708313e-05	465.2062212321907	6.256066262722015e-05		91.93932518921793	2.457140689715743	0	111	0.9991896152496338	0.3015104830265045	0.00584888830780983	0.013461421243846416	1					
112	0.4443410819974439	6.401447452347854	0.07993274995650368	0.02481187975312444	0.2673725405729365	0.603803279413574	0.5003779597323517	0.4418728017481044	0.4443410819974439	0.5374449222594843	0.5477272333769962	0.43634521447379016	0.4633445080326892	27.707324981689453	-7.571565419084436e-08	0.0	0.0	0.00011760513458786339	0.0	0.036521134619740235	0.4973157545492781	2.1262488591259925	4.388219301727997	8.780987251764056	0.5935412299358982	0.9849456904948443	0.9892630351000818	-0.021789463247632843	0.02743331616979906	0.014468501241684988	0.050748734296053304	0.5190784660564072	0.985536008730702	0.9983475126069168	0.5995990633964539	0.6514998078346252	0.44187280535697937	1e-06	257.6184959411621	57.38812828063965	68.74609375	0.9999990463256836	0.10486157238483429	0.0	0.9999990463256836	0.10486157238483429	0.0	1.0	0.1171875	0.0	1.0	0.1171875	0.0	1262123	1262123	1262123	1262123.0	1262123	0	2	2.0	2	0.2242120339948428	0.3257345030836015	1338.4165555717848	471.4985759649426	1262123	0.0	876.0	138.078125	53.0	0.0	0.0546875	16384.0	9722.2578125	2632.0	0.0546875	16384.0	9722.2578125	2632.0	38.230186462402344	0.0027185678482055664	0.001280864467844367	0.0012102244654670358	0.0012632915750145912	0.0012486171908676624	0.0030140280723571777	-0.0006809234619140625	1.0012496709823608	0.6298090815544128	1.927180528640747	0.6310576796531677	1.9297137260437012	6.203069697774229e-05	0.2822445894288306	0.07403741928813981	0.07829036936163902	0.012065509334206581	0.009284855419537053	0.005901414901018143	348.68439792841673	196.39174601652485	26.194185748696327	-1	-1.0	-1	0.010613596066832542	348.68439792841673	-1	208	16384	0.0	0.0	0.0	0.0	351.2389970701188	23.45159813389182	3.2512471079826355e-05		6.59991055727005e-05	471.4985759649426	6.506219506263733e-05		93.44432974420488	2.454009994864464	0	112	0.9987803101539612	0.37735775113105774	0.005944905336946249	0.013521477580070496	1					
